hardware,benchmark_level,algorithm,qubits,compiler,opt_level,run,gate_count,depth,compile_time,2q_gates,swap_gates,initial,success
ibm_eagle_127,ALG,randomcircuit,4,Pytket,3,0,176,139,0.05324244499206543,64,12,"{'gate_count': 16, 'depth': 9, 'compile_time': '-', '2q_gates': 2, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,20,Qiskit,3,0,43,25,0.013091802597045898,23,0,"{'gate_count': 39, 'depth': 21, 'compile_time': '-', '2q_gates': 19, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,8,Cirq,3,0,-,-,-,-,-,-,False
ibm_eagle_127,ALG,ghz,20,Pytket,3,0,40,21,0.05189657211303711,18,0,"{'gate_count': 40, 'depth': 21, 'compile_time': '-', '2q_gates': 19, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,10,Cirq,3,0,111,34,0.2295849323272705,27,0,"{'gate_count': 77, 'depth': 18, 'compile_time': '-', '2q_gates': 27, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,20,Cirq,3,0,79,40,0.13015508651733398,19,0,"{'gate_count': 40, 'depth': 21, 'compile_time': '-', '2q_gates': 19, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,16,Qiskit,3,0,127,31,0.02630782127380371,48,0,"{'gate_count': 124, 'depth': 24, 'compile_time': '-', '2q_gates': 45, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,8,Cirq,3,0,84,27,0.176025390625,21,0,"{'gate_count': 61, 'depth': 16, 'compile_time': '-', '2q_gates': 21, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,10,Qiskit,3,0,76,18,0.03557920455932617,27,0,"{'gate_count': 76, 'depth': 18, 'compile_time': '-', '2q_gates': 27, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,4,Cirq,3,0,38,17,0.09341883659362793,9,0,"{'gate_count': 29, 'depth': 12, 'compile_time': '-', '2q_gates': 9, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,20,Pytket,3,0,964,350,0.36122727394104004,720,352,"{'gate_count': 244, 'depth': 48, 'compile_time': '-', '2q_gates': 184, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,16,Pytket,3,0,126,28,0.056252479553222656,45,1,"{'gate_count': 125, 'depth': 24, 'compile_time': '-', '2q_gates': 45, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,5,Cirq,3,0,-,-,-,-,-,-,False
ibm_eagle_127,ALG,qaoa,10,Qiskit,3,0,137,68,0.03458881378173828,107,0,"{'gate_count': 82, 'depth': 26, 'compile_time': '-', '2q_gates': 52, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,10,Pytket,3,0,244,115,0.06862306594848633,162,58,"{'gate_count': 82, 'depth': 26, 'compile_time': '-', '2q_gates': 52, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,10,Pytket,3,0,314,103,0.11901712417602539,159,54,"{'gate_count': 11, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,16,Qiskit,3,0,307,113,0.15698957443237305,276,0,"{'gate_count': 16, 'depth': 2, 'compile_time': '-', '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,10,Qiskit,3,0,115,64,0.019284486770629883,96,0,"{'gate_count': 10, 'depth': 2, 'compile_time': '-', '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,10,Pytket,3,0,77,18,0.0429072380065918,27,0,"{'gate_count': 77, 'depth': 18, 'compile_time': '-', '2q_gates': 27, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,20,Qiskit,3,0,563,178,0.09651350975036621,503,0,"{'gate_count': 244, 'depth': 48, 'compile_time': '-', '2q_gates': 184, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,4,Pytket,3,0,48,32,0.03985476493835449,22,4,"{'gate_count': 5, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,10,Cirq,3,0,False
ibm_eagle_127,ALG,qft,10,Cirq,3,0,416,155,0.5404489040374756,216,111,"{'gate_count': 11, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,16,Cirq,3,0,187,50,0.3361470699310303,45,0,"{'gate_count': 125, 'depth': 24, 'compile_time': '-', '2q_gates': 45, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,8,Qiskit,3,0,15,9,0.052865028381347656,7,0,"{'gate_count': 15, 'depth': 9, 'compile_time': '-', '2q_gates': 7, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,5,Qiskit,3,0,30,16,0.008718729019165039,15,0,"{'gate_count': 27, 'depth': 10, 'compile_time': '-', '2q_gates': 12, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,8,Pytket,3,0,16,9,0.03740262985229492,7,0,"{'gate_count': 16, 'depth': 9, 'compile_time': '-', '2q_gates': 7, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,5,Pytket,3,0,55,31,0.03790450096130371,28,4,"{'gate_count': 27, 'depth': 10, 'compile_time': '-', '2q_gates': 12, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,8,Cirq,3,0,31,16,0.08342337608337402,7,0,"{'gate_count': 16, 'depth': 9, 'compile_time': '-', '2q_gates': 7, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,4,Cirq,3,0,False
ibm_eagle_127,ALG,randomcircuit,8,Pytket,3,0,702,410,0.15500855445861816,313,108,"{'gate_count': 54, 'depth': 17, 'compile_time': '-', '2q_gates': 9, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,15,Cirq,3,0,175,47,0.3895542621612549,42,0,"{'gate_count': 117, 'depth': 23, 'compile_time': '-', '2q_gates': 42, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,5,Cirq,3,0,19,10,0.05281186103820801,4,0,"{'gate_count': 10, 'depth': 6, 'compile_time': '-', '2q_gates': 4, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,15,Pytket,3,0,118,27,0.04388070106506348,42,1,"{'gate_count': 117, 'depth': 23, 'compile_time': '-', '2q_gates': 42, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,8,Qiskit,3,0,579,325,0.02537250518798828,304,0,"{'gate_count': 53, 'depth': 17, 'compile_time': '-', '2q_gates': 36, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,15,Qiskit,3,0,116,23,0.01892828941345215,42,0,"{'gate_count': 116, 'depth': 23, 'compile_time': '-', '2q_gates': 42, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,4,Qiskit,3,0,18,12,0.00977015495300293,11,0,"{'gate_count': 4, 'depth': 2, 'compile_time': '-', '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,15,Pytket,3,0,526,205,0.21148300170898438,381,181,"{'gate_count': 145, 'depth': 34, 'compile_time': '-', '2q_gates': 100, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,4,Cirq,3,0,25,17,0.0698859691619873,8,0,"{'gate_count': 16, 'depth': 7, 'compile_time': '-', '2q_gates': 4, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,16,Pytket,3,0,797,189,0.2637948989868164,405,141,"{'gate_count': 17, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,10,Cirq,3,0,410,174,0.49291014671325684,222,118,"{'gate_count': 82, 'depth': 26, 'compile_time': '-', '2q_gates': 52, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,15,Qiskit,3,0,290,111,0.0277101993560791,245,0,"{'gate_count': 145, 'depth': 34, 'compile_time': '-', '2q_gates': 100, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,5,Qiskit,3,0,9,6,0.031166791915893555,4,0,"{'gate_count': 9, 'depth': 6, 'compile_time': '-', '2q_gates': 4, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,5,Pytket,3,0,10,6,0.03595924377441406,4,0,"{'gate_count': 10, 'depth': 6, 'compile_time': '-', '2q_gates': 4, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,20,Pytket,3,0,158,32,0.050920724868774414,57,1,"{'gate_count': 157, 'depth': 28, 'compile_time': '-', '2q_gates': 57, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,8,Cirq,3,0,269,113,0.3245208263397217,135,67,"{'gate_count': 9, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,15,Cirq,3,0,942,361,1.1776669025421143,598,398,"{'gate_count': 145, 'depth': 34, 'compile_time': '-', '2q_gates': 100, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,8,Qiskit,3,0,70,34,0.024080514907836914,46,0,"{'gate_count': 52, 'depth': 20, 'compile_time': '-', '2q_gates': 28, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,20,Cirq,3,0,241,63,0.43326759338378906,57,0,"{'gate_count': 157, 'depth': 28, 'compile_time': '-', '2q_gates': 57, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,15,Qiskit,3,0,29,16,0.011444330215454102,14,0,"{'gate_count': 29, 'depth': 16, 'compile_time': '-', '2q_gates': 14, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,15,Pytket,3,0,691,165,0.2690291404724121,346,115,"{'gate_count': 16, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,8,Qiskit,3,0,68,39,0.057871103286743164,53,0,"{'gate_count': 8, 'depth': 2, 'compile_time': '-', '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,20,Qiskit,3,0,4577,1434,0.15961837768554688,2626,3,"{'gate_count': 327, 'depth': 41, 'compile_time': '-', '2q_gates': 236, 'swap_gates': 3}",True
ibm_eagle_127,ALG,qft,8,Pytket,3,0,205,81,0.07817578315734863,105,37,"{'gate_count': 9, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,20,Qiskit,3,0,169,43,0.014466047286987305,70,0,"{'gate_count': 156, 'depth': 28, 'compile_time': '-', '2q_gates': 57, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,4,Pytket,3,0,24,15,0.03970146179199219,8,0,"{'gate_count': 16, 'depth': 7, 'compile_time': '-', '2q_gates': 4, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,15,Pytket,3,0,30,16,0.03762102127075195,13,0,"{'gate_count': 30, 'depth': 16, 'compile_time': '-', '2q_gates': 14, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,15,Qiskit,3,0,268,107,0.043170928955078125,239,0,"{'gate_count': 15, 'depth': 2, 'compile_time': '-', '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,15,Cirq,3,0,59,30,0.10225439071655273,14,0,"{'gate_count': 30, 'depth': 16, 'compile_time': '-', '2q_gates': 14, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,4,Qiskit,3,0,16,7,0.012529611587524414,4,0,"{'gate_count': 16, 'depth': 7, 'compile_time': '-', '2q_gates': 4, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,16,Qiskit,3,0,2822,975,0.19515228271484375,1551,1,"{'gate_count': 209, 'depth': 33, 'compile_time': '-', '2q_gates': 156, 'swap_gates': 1}",True
ibm_eagle_127,ALG,vqe_real_amp,4,Qiskit,3,0,28,12,0.008858919143676758,9,0,"{'gate_count': 28, 'depth': 12, 'compile_time': '-', '2q_gates': 9, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,4,Pytket,3,0,8,5,0.0348966121673584,3,0,"{'gate_count': 8, 'depth': 5, 'compile_time': '-', '2q_gates': 3, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,4,Qiskit,3,0,7,5,0.00887608528137207,3,0,"{'gate_count': 7, 'depth': 5, 'compile_time': '-', '2q_gates': 3, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,15,Cirq,3,0,970,339,1.2332558631896973,555,324,"{'gate_count': 16, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,15,Qiskit,3,0,2357,881,0.08734273910522461,1265,1,"{'gate_count': 192, 'depth': 31, 'compile_time': '-', '2q_gates': 129, 'swap_gates': 1}",True
ibm_eagle_127,ALG,qaoa,8,Pytket,3,0,138,81,0.05372929573059082,86,30,"{'gate_count': 52, 'depth': 20, 'compile_time': '-', '2q_gates': 28, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,5,Qiskit,3,0,27,18,0.011029481887817383,18,0,"{'gate_count': 5, 'depth': 2, 'compile_time': '-', '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,4,Cirq,3,0,15,8,0.04518389701843262,3,0,"{'gate_count': 8, 'depth': 5, 'compile_time': '-', '2q_gates': 3, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,10,Qiskit,3,0,19,11,0.009710550308227539,9,0,"{'gate_count': 19, 'depth': 11, 'compile_time': '-', '2q_gates': 9, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,10,Pytket,3,0,20,11,0.03811335563659668,9,0,"{'gate_count': 20, 'depth': 11, 'compile_time': '-', '2q_gates': 9, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,5,Pytket,3,0,75,46,0.04560279846191406,35,9,"{'gate_count': 6, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,4,Cirq,3,0,64,34,0.11883211135864258,23,5,"{'gate_count': 5, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,8,Qiskit,3,0,60,16,0.010812997817993164,21,0,"{'gate_count': 60, 'depth': 16, 'compile_time': '-', '2q_gates': 21, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,10,Cirq,3,0,39,20,0.07439374923706055,9,0,"{'gate_count': 20, 'depth': 11, 'compile_time': '-', '2q_gates': 9, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,8,Pytket,3,0,61,16,0.037346601486206055,21,0,"{'gate_count': 61, 'depth': 16, 'compile_time': '-', '2q_gates': 21, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,5,Cirq,3,0,50,20,0.11283707618713379,12,0,"{'gate_count': 37, 'depth': 13, 'compile_time': '-', '2q_gates': 12, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,10,Qiskit,3,0,948,480,0.13444304466247559,475,0,"{'gate_count': 86, 'depth': 21, 'compile_time': '-', '2q_gates': 56, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,5,Cirq,3,0,99,54,0.14383983612060547,44,18,"{'gate_count': 6, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,8,Cirq,3,0,222,112,0.2653987407684326,115,59,"{'gate_count': 52, 'depth': 20, 'compile_time': '-', '2q_gates': 28, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,15,Pytket,3,0,2876,1155,1.0706586837768555,1412,676,"{'gate_count': 193, 'depth': 31, 'compile_time': '-', '2q_gates': 19, 'swap_gates': 1}",True
ibm_eagle_127,ALG,qft,25,Qiskit,3,0,739,193,0.06649613380432129,690,0,"{'gate_count': 25, 'depth': 2, 'compile_time': '-', '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,16,Cirq,3,0,1064,390,1.2178409099578857,678,450,"{'gate_count': 162, 'depth': 34, 'compile_time': '-', '2q_gates': 114, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,25,Qiskit,3,0,212,51,0.02350926399230957,88,0,"{'gate_count': 196, 'depth': 33, 'compile_time': '-', '2q_gates': 72, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,20,Pytket,3,0,1249,243,0.500903844833374,639,229,"{'gate_count': 21, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,25,Pytket,3,0,226,52,0.1119241714477539,99,29,"{'gate_count': 197, 'depth': 33, 'compile_time': '-', '2q_gates': 72, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,16,Cirq,3,0,1177,415,1.4624435901641846,701,437,"{'gate_count': 17, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,25,Qiskit,3,0,882,238,0.11908745765686035,807,0,"{'gate_count': 363, 'depth': 61, 'compile_time': '-', '2q_gates': 288, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,25,Cirq,3,0,-,-,-,-,-,-,False
ibm_eagle_127,ALG,vqe_real_amp,25,Cirq,3,0,300,79,0.5708978176116943,72,0,"{'gate_count': 197, 'depth': 33, 'compile_time': '-', '2q_gates': 72, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,25,Cirq,3,0,99,50,0.16884875297546387,24,0,"{'gate_count': 50, 'depth': 26, 'compile_time': '-', '2q_gates': 24, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,16,Pytket,3,0,3295,1133,1.283177375793457,1631,805,"{'gate_count': 210, 'depth': 33, 'compile_time': '-', '2q_gates': 25, 'swap_gates': 1}",True
ibm_eagle_127,ALG,randomcircuit,25,Qiskit,3,0,7475,2364,0.2746543884277344,4408,5,"{'gate_count': 509, 'depth': 51, 'compile_time': '-', '2q_gates': 368, 'swap_gates': 5}",True
ibm_eagle_127,ALG,ghz,25,Qiskit,3,0,54,31,0.016430377960205078,29,0,"{'gate_count': 49, 'depth': 26, 'compile_time': '-', '2q_gates': 24, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,25,Pytket,3,0,70,27,0.049909353256225586,43,20,"{'gate_count': 50, 'depth': 26, 'compile_time': '-', '2q_gates': 24, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,32,Qiskit,3,0,1211,300,0.13918805122375488,1148,0,"{'gate_count': 32, 'depth': 2, 'compile_time': '-', '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,25,Pytket,3,0,1580,483,0.7789735794067383,1217,641,"{'gate_count': 363, 'depth': 61, 'compile_time': '-', '2q_gates': 288, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,32,Qiskit,3,0,271,61,0.027896404266357422,112,0,"{'gate_count': 252, 'depth': 40, 'compile_time': '-', '2q_gates': 93, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,32,Pytket,3,0,314,76,0.16389703750610352,148,61,"{'gate_count': 253, 'depth': 40, 'compile_time': '-', '2q_gates': 93, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,32,Cirq,3,0,467,127,0.6375131607055664,169,76,"{'gate_count': 253, 'depth': 40, 'compile_time': '-', '2q_gates': 93, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,25,Pytket,3,0,1941,327,0.8206157684326172,991,355,"{'gate_count': 26, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,20,Cirq,3,0,1842,654,2.1374659538269043,1222,854,"{'gate_count': 244, 'depth': 48, 'compile_time': '-', '2q_gates': 184, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,32,Qiskit,3,0,1343,360,0.16005706787109375,1247,0,"{'gate_count': 538, 'depth': 73, 'compile_time': '-', '2q_gates': 442, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,32,Cirq,3,0,-,-,-,-,-,-,False
ibm_eagle_127,ALG,qft,20,Cirq,3,0,1882,596,2.4554457664489746,1157,747,"{'gate_count': 21, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,32,Pytket,3,0,93,36,0.060253143310546875,59,29,"{'gate_count': 64, 'depth': 33, 'compile_time': '-', '2q_gates': 31, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,32,Qiskit,3,0,69,39,0.2034010887145996,37,0,"{'gate_count': 63, 'depth': 33, 'compile_time': '-', '2q_gates': 31, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,32,Cirq,3,0,144,81,0.4184079170227051,48,17,"{'gate_count': 64, 'depth': 33, 'compile_time': '-', '2q_gates': 31, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,32,Qiskit,3,0,12814,3495,0.4570338726043701,7885,6,"{'gate_count': 832, 'depth': 65, 'compile_time': '-', '2q_gates': 611, 'swap_gates': 6}",True
ibm_eagle_127,ALG,qft,36,Qiskit,3,0,1601,322,0.11498832702636719,1530,0,"{'gate_count': 36, 'depth': 2, 'compile_time': '-', '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,32,Pytket,3,0,2798,934,1.6212537288665771,2260,1376,"{'gate_count': 538, 'depth': 73, 'compile_time': '-', '2q_gates': 442, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,36,Cirq,3,0,474,122,0.6972432136535645,135,30,"{'gate_count': 285, 'depth': 44, 'compile_time': '-', '2q_gates': 105, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,36,Pytket,3,0,347,83,0.18279314041137695,161,62,"{'gate_count': 285, 'depth': 44, 'compile_time': '-', '2q_gates': 105, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,36,Qiskit,3,0,306,68,0.047299861907958984,127,0,"{'gate_count': 284, 'depth': 44, 'compile_time': '-', '2q_gates': 105, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,20,Pytket,3,0,5762,2114,3.1019480228424072,2949,1597,"{'gate_count': 328, 'depth': 41, 'compile_time': '-', '2q_gates': 45, 'swap_gates': 3}",True
ibm_eagle_127,ALG,qaoa,36,Qiskit,3,0,1868,458,0.15749216079711914,1760,0,"{'gate_count': 708, 'depth': 84, 'compile_time': '-', '2q_gates': 600, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,32,Pytket,3,0,3313,631,2.021667003631592,1761,721,"{'gate_count': 33, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,36,Cirq,3,0,-,-,-,-,-,-,False
ibm_eagle_127,ALG,qft,25,Cirq,3,0,3058,1017,4.0072290897369385,1958,1322,"{'gate_count': 26, 'depth': 2, 'compile_time': '-', '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,25,Cirq,3,0,3384,1191,4.206188917160034,2409,1833,"{'gate_count': 363, 'depth': 61, 'compile_time': '-', '2q_gates': 288, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,36,Pytket,3,0,101,40,0.08073306083679199,63,29,"{'gate_count': 72, 'depth': 37, 'compile_time': '-', '2q_gates': 35, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,36,Cirq,3,0,162,86,0.48497843742370605,54,19,"{'gate_count': 72, 'depth': 37, 'compile_time': '-', '2q_gates': 35, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,36,Qiskit,3,0,78,44,0.016129016876220703,42,0,"{'gate_count': 71, 'depth': 37, 'compile_time': '-', '2q_gates': 35, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,36,Qiskit,3,0,17050,4588,0.5986142158508301,10676,8,"{'gate_count': 1042, 'depth': 73, 'compile_time': '-', '2q_gates': 772, 'swap_gates': 8}",True
ibm_eagle_127,ALG,qft,40,Qiskit,3,0,1965,398,0.1405775547027588,1886,0,"{'gate_count': 40, 'depth': 2, 'compile_time': '-', '2q_gates': 1, 'swap_gates': 0}",True
