hardware,benchmark_level,algorithm,qubits,compiler,opt_level,run,gate_count,depth,compile_time,2q_gates,swap_gates,initial,success
ibm_eagle_127,ALG,qft,10,Qiskit,3,0,853,321,0.04009866714477539,160,0,"{'gate_count': 10, 'depth': 2, 'compile_time': , '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,10,Cirq,3,0,101,28,0.2043147087097168,27,0,"{'gate_count': 77, 'depth': 18, 'compile_time': , '2q_gates': 27, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,10,Qiskit,3,0,292,69,0.012778043746948242,27,0,"{'gate_count': 76, 'depth': 18, 'compile_time': , '2q_gates': 27, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,8,Pytket,3,0,127,61,2.013444423675537,56,0,"{'gate_count': 52, 'depth': 20, 'compile_time': , '2q_gates': 28, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,10,Cirq,3,0,353,172,0.5405421257019043,242,138,"{'gate_count': 82, 'depth': 26, 'compile_time': , '2q_gates': 52, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,10,Qiskit,3,0,1172,473,0.030114173889160156,263,0,"{'gate_count': 82, 'depth': 26, 'compile_time': , '2q_gates': 52, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,10,Pytket,3,0,77,18,1.2577714920043945,27,0,"{'gate_count': 77, 'depth': 18, 'compile_time': , '2q_gates': 27, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,10,Cirq,3,0,,,,,,,False
ibm_eagle_127,ALG,randomcircuit,10,Qiskit,3,0,3607,1426,0.11298441886901855,777,0,"{'gate_count': 86, 'depth': 21, 'compile_time': , '2q_gates': 56, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,10,Cirq,3,0,38,20,0.0736844539642334,9,0,"{'gate_count': 20, 'depth': 11, 'compile_time': , '2q_gates': 9, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,10,Pytket,3,0,20,11,0.24071359634399414,9,0,"{'gate_count': 20, 'depth': 11, 'compile_time': , '2q_gates': 9, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,10,Qiskit,3,0,64,22,0.01137685775756836,9,0,"{'gate_count': 19, 'depth': 11, 'compile_time': , '2q_gates': 9, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,10,Pytket,3,0,197,69,2.918668508529663,90,0,"{'gate_count': 11, 'depth': 2, 'compile_time': , '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,15,Cirq,3,0,803,304,0.9028949737548828,521,290,"{'gate_count': 16, 'depth': 2, 'compile_time': , '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,15,Qiskit,3,0,2192,698,0.07073473930358887,481,0,"{'gate_count': 15, 'depth': 2, 'compile_time': , '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,10,Pytket,3,0,209,76,3.1253538131713867,104,0,"{'gate_count': 82, 'depth': 26, 'compile_time': , '2q_gates': 52, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,15,Cirq,3,0,156,38,0.2603600025177002,42,0,"{'gate_count': 117, 'depth': 23, 'compile_time': , '2q_gates': 42, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,15,Qiskit,3,0,450,92,0.018151283264160156,42,0,"{'gate_count': 116, 'depth': 23, 'compile_time': , '2q_gates': 42, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,15,Cirq,3,0,754,316,0.7856128215789795,564,364,"{'gate_count': 145, 'depth': 34, 'compile_time': , '2q_gates': 100, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,8,Pytket,3,0,498,277,6.733351469039917,254,0,"{'gate_count': 54, 'depth': 17, 'compile_time': , '2q_gates': 9, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,15,Qiskit,3,0,2548,583,0.059429168701171875,589,0,"{'gate_count': 145, 'depth': 34, 'compile_time': , '2q_gates': 100, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,15,Cirq,3,0,,,,,,,False
ibm_eagle_127,ALG,vqe_real_amp,15,Pytket,3,0,119,26,1.9736454486846924,43,0,"{'gate_count': 117, 'depth': 23, 'compile_time': , '2q_gates': 42, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,15,Qiskit,3,0,9767,2557,0.30843162536621094,2163,1,"{'gate_count': 192, 'depth': 31, 'compile_time': , '2q_gates': 129, 'swap_gates': 1}",True
ibm_eagle_127,ALG,ghz,15,Cirq,3,0,58,30,0.08123517036437988,14,0,"{'gate_count': 30, 'depth': 16, 'compile_time': , '2q_gates': 14, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,15,Pytket,3,0,31,16,0.37825536727905273,15,0,"{'gate_count': 30, 'depth': 16, 'compile_time': , '2q_gates': 14, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,15,Qiskit,3,0,99,32,0.0163114070892334,14,0,"{'gate_count': 29, 'depth': 16, 'compile_time': , '2q_gates': 14, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,16,Cirq,3,0,957,347,1.059152603149414,637,373,"{'gate_count': 17, 'depth': 2, 'compile_time': , '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,15,Pytket,3,0,445,109,6.544878721237183,210,0,"{'gate_count': 16, 'depth': 2, 'compile_time': , '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,16,Qiskit,3,0,2483,503,0.10671687126159668,479,0,"{'gate_count': 16, 'depth': 2, 'compile_time': , '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,16,Cirq,3,0,167,40,0.37591052055358887,45,0,"{'gate_count': 125, 'depth': 24, 'compile_time': , '2q_gates': 45, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,15,Pytket,3,0,405,111,6.081753253936768,200,0,"{'gate_count': 145, 'depth': 34, 'compile_time': , '2q_gates': 100, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,16,Qiskit,3,0,484,98,0.020754337310791016,45,0,"{'gate_count': 124, 'depth': 24, 'compile_time': , '2q_gates': 45, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,10,Pytket,3,0,729,292,9.715438842773438,363,0,"{'gate_count': 87, 'depth': 21, 'compile_time': , '2q_gates': 7, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,16,Cirq,3,0,903,386,0.9275650978088379,693,465,"{'gate_count': 162, 'depth': 34, 'compile_time': , '2q_gates': 114, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,16,Qiskit,3,0,2810,687,0.0680544376373291,653,0,"{'gate_count': 162, 'depth': 34, 'compile_time': , '2q_gates': 114, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,16,Cirq,3,0,,,,,,,False
ibm_eagle_127,ALG,vqe_real_amp,16,Pytket,3,0,127,27,2.369462251663208,46,0,"{'gate_count': 125, 'depth': 24, 'compile_time': , '2q_gates': 45, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,16,Qiskit,3,0,11690,2827,0.413851261138916,2701,1,"{'gate_count': 209, 'depth': 33, 'compile_time': , '2q_gates': 156, 'swap_gates': 1}",True
ibm_eagle_127,ALG,ghz,16,Cirq,3,0,62,32,0.08545398712158203,15,0,"{'gate_count': 32, 'depth': 17, 'compile_time': , '2q_gates': 15, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,16,Pytket,3,0,33,17,0.4073374271392822,16,0,"{'gate_count': 32, 'depth': 17, 'compile_time': , '2q_gates': 15, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,16,Qiskit,3,0,106,34,0.019240379333496094,15,0,"{'gate_count': 31, 'depth': 17, 'compile_time': , '2q_gates': 15, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,16,Pytket,3,0,507,117,7.372217178344727,240,0,"{'gate_count': 17, 'depth': 2, 'compile_time': , '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,20,Cirq,3,0,1543,524,1.800220012664795,1063,653,"{'gate_count': 21, 'depth': 2, 'compile_time': , '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,20,Qiskit,3,0,4021,701,0.15357589721679688,836,0,"{'gate_count': 20, 'depth': 2, 'compile_time': , '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,20,Cirq,3,0,211,48,0.3373105525970459,57,0,"{'gate_count': 157, 'depth': 28, 'compile_time': , '2q_gates': 57, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,16,Pytket,3,0,455,109,6.488741874694824,228,0,"{'gate_count': 162, 'depth': 34, 'compile_time': , '2q_gates': 114, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,20,Qiskit,3,0,612,119,0.037549734115600586,57,0,"{'gate_count': 156, 'depth': 28, 'compile_time': , '2q_gates': 57, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,20,Pytket,3,0,159,31,2.582439661026001,58,0,"{'gate_count': 157, 'depth': 28, 'compile_time': , '2q_gates': 57, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,20,Cirq,3,0,1556,640,1.596404790878296,1252,884,"{'gate_count': 244, 'depth': 48, 'compile_time': , '2q_gates': 184, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,20,Qiskit,3,0,4870,1187,0.12119436264038086,1167,0,"{'gate_count': 244, 'depth': 48, 'compile_time': , '2q_gates': 184, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,20,Cirq,3,0,,,,,,,False
ibm_eagle_127,ALG,qft,20,Pytket,3,0,802,149,12.487813234329224,380,0,"{'gate_count': 21, 'depth': 2, 'compile_time': , '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,20,Qiskit,3,0,20750,5154,0.6660892963409424,4968,3,"{'gate_count': 327, 'depth': 41, 'compile_time': , '2q_gates': 236, 'swap_gates': 3}",True
ibm_eagle_127,ALG,ghz,20,Cirq,3,0,78,40,0.10672688484191895,19,0,"{'gate_count': 40, 'depth': 21, 'compile_time': , '2q_gates': 19, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,20,Pytket,3,0,41,21,0.5265727043151855,20,0,"{'gate_count': 40, 'depth': 21, 'compile_time': , '2q_gates': 19, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,20,Qiskit,3,0,134,42,0.03472113609313965,19,0,"{'gate_count': 39, 'depth': 21, 'compile_time': , '2q_gates': 19, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,20,Pytket,3,0,718,153,12.462985277175903,368,0,"{'gate_count': 244, 'depth': 48, 'compile_time': , '2q_gates': 184, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,15,Pytket,3,0,1981,709,26.907185554504395,1057,0,"{'gate_count': 193, 'depth': 31, 'compile_time': , '2q_gates': 19, 'swap_gates': 1}",True
ibm_eagle_127,ALG,qft,25,Qiskit,3,0,6644,1336,0.3070554733276367,1463,0,"{'gate_count': 25, 'depth': 2, 'compile_time': , '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,25,Cirq,3,0,2570,919,3.384873867034912,1848,1212,"{'gate_count': 26, 'depth': 2, 'compile_time': , '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,25,Cirq,3,0,266,58,0.43336939811706543,72,0,"{'gate_count': 197, 'depth': 33, 'compile_time': , '2q_gates': 72, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,25,Qiskit,3,0,772,144,0.050637006759643555,72,0,"{'gate_count': 196, 'depth': 33, 'compile_time': , '2q_gates': 72, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,25,Pytket,3,0,202,38,3.3928964138031006,76,0,"{'gate_count': 197, 'depth': 33, 'compile_time': , '2q_gates': 72, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,25,Cirq,3,0,2851,1148,2.9032516479492188,2403,1827,"{'gate_count': 363, 'depth': 61, 'compile_time': , '2q_gates': 288, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,25,Qiskit,3,0,7777,1437,0.19820857048034668,1877,0,"{'gate_count': 363, 'depth': 61, 'compile_time': , '2q_gates': 288, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,25,Cirq,3,0,,,,,,,False
ibm_eagle_127,ALG,randomcircuit,16,Pytket,3,0,2279,726,29.34535813331604,1208,0,"{'gate_count': 210, 'depth': 33, 'compile_time': , '2q_gates': 25, 'swap_gates': 1}",True
ibm_eagle_127,ALG,randomcircuit,25,Qiskit,3,0,35041,7746,1.1854071617126465,8684,5,"{'gate_count': 509, 'depth': 51, 'compile_time': , '2q_gates': 368, 'swap_gates': 5}",True
ibm_eagle_127,ALG,ghz,25,Cirq,3,0,98,50,0.12868022918701172,24,0,"{'gate_count': 50, 'depth': 26, 'compile_time': , '2q_gates': 24, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,25,Pytket,3,0,51,26,0.7098913192749023,25,0,"{'gate_count': 50, 'depth': 26, 'compile_time': , '2q_gates': 24, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,25,Qiskit,3,0,169,52,0.050582170486450195,24,0,"{'gate_count': 49, 'depth': 26, 'compile_time': , '2q_gates': 24, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,32,Cirq,3,0,3875,1168,5.5047338008880615,2757,1747,"{'gate_count': 33, 'depth': 2, 'compile_time': , '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,25,Pytket,3,0,1264,188,18.679444551467896,600,0,"{'gate_count': 26, 'depth': 2, 'compile_time': , '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,32,Qiskit,3,0,9839,1732,0.43030595779418945,2160,0,"{'gate_count': 32, 'depth': 2, 'compile_time': , '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,32,Cirq,3,0,419,106,0.5456304550170898,169,76,"{'gate_count': 253, 'depth': 40, 'compile_time': , '2q_gates': 93, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,25,Pytket,3,0,1131,201,17.128376483917236,576,0,"{'gate_count': 363, 'depth': 61, 'compile_time': , '2q_gates': 288, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,32,Qiskit,3,0,994,179,0.054680824279785156,93,0,"{'gate_count': 252, 'depth': 40, 'compile_time': , '2q_gates': 93, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,32,Pytket,3,0,270,50,4.4166178703308105,109,0,"{'gate_count': 253, 'depth': 40, 'compile_time': , '2q_gates': 93, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,32,Cirq,3,0,3735,1242,5.0190269947052,3093,2209,"{'gate_count': 538, 'depth': 73, 'compile_time': , '2q_gates': 442, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,32,Qiskit,3,0,12891,2227,0.28311610221862793,3245,0,"{'gate_count': 538, 'depth': 73, 'compile_time': , '2q_gates': 442, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,32,Cirq,3,0,,,,,,,False
ibm_eagle_127,ALG,randomcircuit,20,Pytket,3,0,3693,1145,52.62906050682068,1990,0,"{'gate_count': 328, 'depth': 41, 'compile_time': , '2q_gates': 45, 'swap_gates': 3}",True
ibm_eagle_127,ALG,randomcircuit,32,Qiskit,3,0,62989,11462,2.128283739089966,16167,6,"{'gate_count': 832, 'depth': 65, 'compile_time': , '2q_gates': 611, 'swap_gates': 6}",True
ibm_eagle_127,ALG,ghz,32,Cirq,3,0,143,81,0.1635758876800537,48,17,"{'gate_count': 64, 'depth': 33, 'compile_time': , '2q_gates': 31, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,32,Pytket,3,0,65,33,1.0534782409667969,32,0,"{'gate_count': 64, 'depth': 33, 'compile_time': , '2q_gates': 31, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,32,Qiskit,3,0,218,66,0.05366683006286621,31,0,"{'gate_count': 63, 'depth': 33, 'compile_time': , '2q_gates': 31, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,32,Pytket,3,0,1945,244,31.358237743377686,962,0,"{'gate_count': 33, 'depth': 2, 'compile_time': , '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,36,Cirq,3,0,4971,1613,6.9608845710754395,3629,2405,"{'gate_count': 37, 'depth': 2, 'compile_time': , '2q_gates': 0, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qft,36,Qiskit,3,0,11794,2172,0.5105171203613281,2505,0,"{'gate_count': 36, 'depth': 2, 'compile_time': , '2q_gates': 1, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,32,Pytket,3,0,1692,243,28.932239294052124,884,0,"{'gate_count': 538, 'depth': 73, 'compile_time': , '2q_gates': 442, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,36,Cirq,3,0,417,95,0.6093266010284424,135,30,"{'gate_count': 285, 'depth': 44, 'compile_time': , '2q_gates': 105, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,36,Qiskit,3,0,1125,199,0.05667304992675781,105,0,"{'gate_count': 284, 'depth': 44, 'compile_time': , '2q_gates': 105, 'swap_gates': 0}",True
ibm_eagle_127,ALG,vqe_real_amp,36,Pytket,3,0,302,54,5.524156093597412,121,0,"{'gate_count': 285, 'depth': 44, 'compile_time': , '2q_gates': 105, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,36,Cirq,3,0,5436,1744,8.223459005355835,4600,3400,"{'gate_count': 708, 'depth': 84, 'compile_time': , '2q_gates': 600, 'swap_gates': 0}",True
ibm_eagle_127,ALG,qaoa,36,Qiskit,3,0,17568,3001,0.445037841796875,4375,0,"{'gate_count': 708, 'depth': 84, 'compile_time': , '2q_gates': 600, 'swap_gates': 0}",True
ibm_eagle_127,ALG,randomcircuit,36,Cirq,3,0,,,,,,,False
ibm_eagle_127,ALG,randomcircuit,25,Pytket,3,0,5657,1520,80.95876240730286,3068,0,"{'gate_count': 510, 'depth': 51, 'compile_time': , '2q_gates': 62, 'swap_gates': 5}",True
ibm_eagle_127,ALG,randomcircuit,36,Qiskit,3,0,87360,15337,2.7027602195739746,22723,8,"{'gate_count': 1042, 'depth': 73, 'compile_time': , '2q_gates': 772, 'swap_gates': 8}",True
ibm_eagle_127,ALG,ghz,36,Cirq,3,0,161,86,0.1899888515472412,54,19,"{'gate_count': 72, 'depth': 37, 'compile_time': , '2q_gates': 35, 'swap_gates': 0}",True
ibm_eagle_127,ALG,ghz,36,Pytket,3,0,73,37,1.001948595046997,36,0,"{'gate_count': 72, 'depth': 37, 'compile_time': , '2q_gates': 35, 'swap_gates': 0}",True
